col0,col1,col2
331,134,3414
132,134,3414
119,140,3415
155,142,3415
292,143,3415
168,144,3415
92,151,3415
208,157,3415
61,162,3415
264,167,3416
317,171,3416
294,173,3416
296,174,3416
96,183,3416
32,183,3416
117,192,3417
297,198,3417
131,199,3417
184,200,3417
185,202,3417
218,204,3417
229,205,3417
88,205,3417
96,207,3417
192,222,3418
198,223,3418
183,224,3418
124,231,3418
52,238,3418
81,155,3418
32,48,3418
85,248,3419
251,248,3419
249,107,3419
205,3,3419
80,4,3419
210,4,3419
79,155,3419
40,6,3419
234,9,3419
82,156,3419
87,12,3419
304,12,3419
162,13,3420
80,156,3420
128,14,3420
172,14,3420
103,16,3420
327,16,3420
80,19,3420
170,22,3420
39,24,3420
304,24,3420
173,28,3420
93,28,3420
340,31,3420
334,32,3420
276,32,3420
280,32,3420
273,35,3420
157,39,3420
183,40,3420
231,45,3421
106,46,3421
237,47,3421
182,48,3421
323,50,3421
26,52,3421
286,54,3421
178,55,3421
25,55,3421
176,56,3421
271,56,3421
178,59,3421
216,59,3421
149,59,3421
176,61,3421
209,63,3421
88,68,3421
309,70,3422
92,71,3422
152,77,3422
152,79,3422
137,80,3422
194,83,3422
21,88,3422
87,89,3422
254,102,3423
177,116,3423
81,156,3423
86,136,3424
169,136,3424
176,140,3424
68,143,3424
80,155,3424
138,145,3424
196,147,3424
325,155,3425
80,156,3425
79,158,3425
204,158,3425
280,159,3425
307,164,3425
305,164,3425
84,166,3425
311,167,3425
35,172,3425
150,174,3425
165,176,3425
172,176,3425
133,176,3425
53,181,3425
275,182,3425
46,183,3426
101,184,3426
164,184,3426
98,187,3426
33,189,3426
187,198,3426
176,199,3426
79,155,3427
111,224,3427
108,226,3427
78,156,3428
80,156,3430
81,156,3432
81,155,3432
79,157,3433
79,156,3434
82,156,3441
83,155,3441
79,156,3442
207,1,3450
231,2,3450
80,154,3450
291,8,3450
216,13,3450
213,14,3450
77,14,3450
16,22,3451
267,23,3451
223,29,3451
233,40,3451
79,154,3451
216,43,3451
79,156,3451
81,156,3451
40,47,3451
167,48,3451
239,53,3452
188,56,3452
232,61,3452
344,67,3452
142,75,3452
63,86,3453
61,87,3453
78,154,3453
165,98,3453
91,118,3454
150,120,3454
174,128,3454
224,134,3454
114,136,3455
82,157,3455
216,142,3455
227,144,3455
155,154,3455
41,159,3455
242,159,3455
22,161,3455
136,162,3455
130,167,3456
47,168,3456
295,175,3456
320,175,3456
80,154,3456
47,178,3456
150,182,3456
32,184,3456
146,185,3456
167,188,3456
94,189,3456
283,192,3457
77,196,3457
21,198,3457
132,199,3457
290,202,3457
231,204,3457
92,206,3457
238,208,3457
223,208,3457
179,216,3457
225,217,3457
81,155,3458
227,222,3458
323,224,3458
343,232,3458
188,236,3458
188,237,3458
136,239,3458
133,240,3458
103,251,3459
105,253,3459
123,4,3459
224,4,3459
293,6,3459
71,7,3459
319,8,3459
192,19,3460
175,20,3460
79,154,3460
66,25,3460
110,32,3460
106,32,3460
225,39,3460
44,39,3460
87,40,3460
329,48,3461
331,50,3461
332,50,3461
287,56,3461
72,57,3461
167,58,3461
291,61,3461
80,154,3461
256,63,3461
263,64,3461
16,64,3461
187,64,3461
107,68,3461
27,70,3462
232,70,3462
191,71,3462
262,71,3462
91,71,3462
91,75,3462
145,76,3462
305,77,3462
199,77,3462
280,80,3462
333,85,3462
141,86,3462
119,86,3462
10,87,3462
114,88,3462
80,153,3462
304,93,3462
81,154,3462
165,96,3462
233,96,3462
305,99,3463
152,101,3463
120,101,3463
306,102,3463
208,103,3463
125,103,3463
135,104,3463
91,108,3463
201,108,3463
107,109,3463
193,109,3463
67,111,3463
109,112,3463
199,112,3463
302,114,3463
140,115,3463
211,116,3463
249,118,3463
32,118,3463
90,119,3463
213,119,3463
96,119,3463
47,120,3463
183,122,3463
178,125,3463
41,125,3463
261,127,3464
263,128,3464
69,128,3464
70,130,3464
130,132,3464
135,133,3464
187,135,3464
96,135,3464
83,142,3464
207,144,3464
66,146,3464
344,146,3464
82,153,3464
142,150,3464
199,152,3464
82,152,3464
208,152,3464
81,155,3464
193,154,3464
74,156,3465
72,157,3465
281,160,3465
287,160,3465
18,164,3465
18,165,3465
42,166,3465
335,168,3465
220,168,3465
221,175,3465
78,153,3465
54,192,3466
297,199,3466
80,155,3466
275,211,3466
73,216,3467
142,224,3467
24,230,3467
205,231,3467
35,236,3467
301,237,3467
84,239,3467
156,242,3468
184,244,3468
197,245,3468
322,247,3468
238,248,3468
83,154,3471
79,155,3473
78,155,3474
80,154,3474
83,155,3475
81,154,3475
81,155,3475
80,155,3476
222,5,3490
106,24,3491
180,31,3491
135,33,3491
255,35,3491
221,38,3491
141,39,3491
183,43,3491
190,45,3491
152,46,3491
177,48,3491
119,53,3492
312,56,3492
80,154,3492
189,63,3492
337,64,3492
242,66,3492
239,67,3492
231,72,3492
179,74,3492
213,77,3492
231,77,3492
83,80,3493
80,153,3493
205,88,3493
223,90,3493
204,93,3493
205,96,3493
331,99,3493
284,101,3493
151,50,3493
78,108,3494
6,109,3494
74,112,3494
176,113,3494
74,119,3494
79,155,3494
203,120,3494
106,123,3494
112,127,3494
78,153,3494
88,133,3494
253,134,3494
79,135,3495
81,154,3495
191,140,3495
215,144,3495
57,156,3495
168,157,3495
80,159,3495
102,162,3495
82,153,3496
108,165,3496
316,167,3496
146,170,3496
84,174,3496
325,175,3496
235,182,3496
161,183,3496
174,186,3496
216,213,3497
79,215,3497
240,216,3497
79,153,3499
8,255,3499
82,152,3499
159,4,3499
280,6,3499
80,153,3499
133,11,3499
330,12,3499
217,14,3500
117,16,3500
165,18,3500
111,18,3500
122,23,3500
329,24,3500
290,28,3500
221,29,3500
81,153,3500
236,35,3500
198,36,3500
225,37,3500
81,154,3500
118,38,3500
179,39,3500
204,39,3500
33,39,3500
206,40,3500
200,43,3501
156,45,3501
100,47,3501
296,48,3501
287,48,3501
224,48,3501
223,51,3501
27,52,3501
256,53,3501
79,53,3501
266,54,3501
88,55,3501
190,58,3501
273,62,3501
48,63,3501
257,64,3501
295,64,3501
269,70,3502
270,72,3502
32,48,3502
91,74,3502
93,75,3502
250,80,3502
252,82,3502
79,86,3502
342,90,3502
317,90,3502
151,92,3502
104,96,3502
297,96,3502
325,99,3503
320,99,3503
287,100,3503
224,102,3503
164,103,3503
172,103,3503
219,107,3503
324,110,3503
148,117,3503
173,120,3503
211,125,3503
307,128,3504
312,128,3504
11,136,3504
80,154,3504
40,140,3504
320,142,3504
185,143,3504
183,151,3504
81,157,3505
168,159,3505
28,166,3505
73,169,3505
94,170,3505
62,175,3505
266,178,3505
263,180,3505
295,180,3505
264,181,3505
260,183,3506
289,184,3506
144,186,3506
112,187,3506
119,191,3506
127,194,3506
262,203,3506
216,205,3506
111,206,3506
184,214,3507
169,215,3507
34,218,3507
187,222,3507
150,228,3507
136,234,3507
129,238,3507
80,154,3514
83,153,3521
79,154,3522
80,152,3525
159,5,3530
197,8,3530
217,16,3530
196,21,3531
278,23,3531
190,26,3531
54,29,3531
192,32,3531
168,36,3531
68,39,3531
80,152,3531
82,152,3531
235,46,3531
173,52,3532
320,52,3532
203,52,3532
214,53,3532
216,53,3532
83,154,3532
81,152,3532
216,62,3532
224,63,3532
222,63,3532
259,68,3532
71,74,3532
101,88,3533
319,93,3533
227,94,3533
328,104,3533
214,119,3534
193,120,3534
199,122,3534
193,125,3534
109,126,3534
166,127,3534
198,129,3534
150,134,3535
222,136,3535
254,140,3535
314,151,3535
81,153,3535
84,155,3535
134,157,3535
82,158,3535
61,159,3535
57,160,3535
31,160,3535
329,163,3536
58,166,3536
299,167,3536
163,168,3536
304,168,3536
27,170,3536
93,172,3536
111,178,3536
112,179,3536
112,181,3536
43,181,3536
56,187,3536
102,188,3536
83,191,3536
193,191,3537
104,192,3537
35,194,3537
242,198,3537
240,198,3537
101,199,3537
259,203,3537
191,204,3537
192,205,3537
39,206,3537
158,208,3537
31,208,3537
80,152,3537
25,213,3537
71,215,3537
175,215,3537
79,224,3538
230,224,3538
285,228,3538
157,231,3538
248,233,3538
196,237,3538
272,240,3538
89,248,3539
79,152,3539
78,153,3539
81,152,3539
207,5,3539
141,8,3539
215,14,3540
213,16,3540
222,16,3540
233,20,3540
320,23,3540
170,23,3540
209,24,3540
180,29,3540
225,32,3540
127,33,3540
124,35,3540
288,36,3540
48,36,3540
196,37,3540
245,38,3540
239,38,3540
239,39,3540
48,40,3540
298,43,3541
136,45,3541
319,47,3541
277,50,3541
144,51,3541
148,52,3541
152,52,3541
28,53,3541
144,55,3541
48,59,3541
274,61,3541
253,61,3541
179,66,3541
80,153,3541
235,67,3541
238,69,3541
294,70,3542
228,74,3542
290,76,3542
238,78,3542
111,78,3542
71,80,3542
301,86,3542
79,151,3542
332,93,3542
47,94,3542
150,96,3542
329,99,3543
208,100,3543
287,101,3543
332,104,3543
216,111,3543
218,111,3543
89,112,3543
90,112,3543
176,114,3543
93,115,3543
173,118,3543
116,119,3543
195,120,3543
111,122,3543
215,126,3544
204,80,3544
298,130,3544
336,132,3544
16,133,3544
293,134,3544
186,136,3544
164,136,3544
214,151,3544
280,151,3544
63,152,3544
85,156,3545
84,158,3545
173,166,3545
112,174,3545
304,175,3545
104,180,3545
33,190,3546
86,193,3546
164,194,3546
164,195,3546
307,207,3546
239,207,3546
156,212,3547
97,213,3547
212,226,3547
247,232,3547
193,237,3547
156,246,3548
154,247,3548
81,153,3551
82,153,3552
80,153,3552
78,152,3558
80,151,3558
83,152,3560
82,151,3564
80,151,3566
79,151,3570
78,151,3570
110,6,3570
128,11,3570
63,12,3570
133,14,3570
61,15,3570
301,17,3570
150,21,3571
201,24,3571
311,28,3571
81,152,3571
206,32,3571
204,33,3571
220,36,3571
129,46,3571
263,46,3571
172,47,3571
299,48,3571
213,51,3572
81,151,3572
205,53,3572
193,54,3572
289,55,3572
32,55,3572
130,59,3572
47,76,3572
206,78,3573
203,79,3573
55,79,3573
201,80,3573
157,80,3573
151,81,3573
111,84,3573
80,151,3573
162,85,3573
246,87,3573
246,88,3573
247,90,3573
144,93,3573
293,93,3573
224,100,3573
303,100,3573
123,101,3573
127,102,3573
298,104,3573
283,110,3574
263,110,3574
140,111,3574
172,119,3574
280,119,3574
221,122,3574
80,152,3574
312,140,3575
87,145,3575
37,149,3575
79,154,3575
44,156,3575
82,159,3575
73,160,3575
182,164,3576
102,166,3576
177,166,3576
237,168,3576
297,170,3576
81,152,3576
164,186,3576
67,187,3576
194,190,3576
140,192,3577
175,197,3577
102,198,3577
232,198,3577
25,201,3577
79,151,3577
41,205,3577
259,221,3578
165,230,3578
274,240,3578
138,243,3578
79,152,3579
214,16,3580
179,20,3580
211,20,3580
251,21,3580
229,22,3580
199,24,3580
55,28,3580
276,29,3580
279,30,3580
217,36,3580
224,37,3580
112,39,3580
311,41,3581
304,42,3581
113,44,3581
198,44,3581
210,45,3581
136,47,3581
206,47,3581
216,48,3581
8,54,3581
183,56,3581
119,56,3581
16,56,3581
72,58,3581
237,60,3581
171,63,3581
62,64,3581
69,64,3581
142,66,3581
143,66,3581
144,71,3582
306,71,3582
123,72,3582
176,74,3582
120,75,3582
121,76,3582
124,76,3582
81,152,3582
125,78,3582
261,82,3582
176,83,3582
156,87,3582
80,152,3582
329,88,3582
110,90,3582
336,92,3582
100,93,3582
234,94,3582
216,94,3582
229,95,3582
146,96,3582
119,96,3582
329,101,3583
178,101,3583
26,102,3583
336,102,3583
268,104,3583
74,104,3583
207,109,3583
96,109,3583
126,111,3583
141,115,3583
223,118,3583
161,119,3583
215,124,3583
284,125,3583
122,127,3584
208,128,3584
139,132,3584
334,132,3584
149,134,3584
167,136,3584
145,136,3584
193,142,3584
337,146,3584
256,147,3584
64,151,3584
78,152,3584
76,152,3584
80,153,3584
111,156,3585
200,157,3585
320,162,3585
126,163,3585
179,166,3585
316,168,3585
128,173,3585
184,176,3585
151,176,3585
242,179,3585
76,180,3585
128,184,3586
119,184,3586
188,187,3586
247,190,3586
116,191,3586
56,191,3586
280,197,3586
263,199,3586
21,203,3586
112,213,3587
188,217,3587
299,230,3587
319,231,3587
183,232,3587
113,235,3587
81,152,3591
80,152,3593
83,150,3601
83,151,3604
79,150,3606
81,150,3608
82,150,3608
168,3,3610
80,150,3610
216,16,3610
215,20,3610
255,26,3611
77,31,3611
47,41,3611
74,44,3611
216,45,3611
78,45,3611
256,51,3612
28,52,3612
262,52,3612
160,59,3612
81,151,3612
301,72,3612
288,82,3613
94,83,3613
315,102,3613
42,109,3614
81,150,3614
32,48,3614
79,150,3614
309,115,3614
236,119,3614
141,119,3614
119,126,3614
137,134,3614
312,134,3614
152,135,3615
127,139,3615
191,143,3615
264,143,3615
111,144,3615
48,144,3615
85,146,3615
248,150,3615
79,151,3615
48,150,3615
79,152,3615
178,152,3615
52,152,3615
80,154,3615
80,155,3615
88,156,3615
269,157,3615
251,157,3615
94,158,3615
134,158,3615
136,159,3615
90,159,3615
215,161,3615
67,163,3616
72,164,3616
71,166,3616
97,168,3616
107,168,3616
76,171,3616
101,172,3616
63,174,3616
273,175,3616
78,176,3616
76,178,3616
149,184,3616
109,186,3616
151,189,3616
152,190,3616
81,149,3617
60,193,3617
271,194,3617
64,195,3617
95,198,3617
65,199,3617
29,204,3617
214,208,3617
80,151,3617
213,213,3617
45,218,3617
134,222,3618
81,151,3618
135,232,3618
257,235,3618
234,236,3618
257,237,3618
24,251,3619
75,4,3619
78,6,3619
81,8,3619
104,12,3619
81,12,3619
206,13,3620
247,16,3620
242,18,3620
153,20,3620
163,20,3620
85,21,3620
249,22,3620
79,24,3620
202,26,3620
75,28,3620
88,28,3620
202,29,3620
124,29,3620
335,30,3620
105,34,3620
165,34,3620
205,38,3620
255,39,3620
162,40,3620
227,42,3621
165,42,3621
338,43,3621
217,44,3621
231,45,3621
280,46,3621
232,46,3621
238,47,3621
283,47,3621
225,47,3621
33,48,3621
37,49,3621
152,51,3621
92,52,3621
150,54,3621
240,54,3621
235,55,3621
296,55,3621
105,56,3621
212,59,3621
211,61,3621
216,63,3621
98,63,3621
74,64,3621
309,68,3621
35,69,3621
78,70,3622
268,74,3622
182,75,3622
226,77,3622
255,79,3622
256,80,3622
273,80,3622
168,80,3622
313,80,3622
255,81,3622
314,82,3622
189,84,3622
99,86,3622
73,88,3622
272,94,3622
48,96,3622
79,149,3622
128,97,3623
309,100,3623
95,101,3623
78,101,3623
184,103,3623
311,104,3623
152,104,3623
304,105,3623
296,106,3623
151,50,3623
81,150,3623
241,110,3623
298,112,3623
152,112,3623
155,114,3623
44,117,3623
215,118,3623
100,125,3623
13,126,3624
143,126,3624
204,80,3624
266,134,3624
280,135,3624
31,136,3624
259,141,3624
174,142,3624
330,144,3624
136,144,3624
128,148,3624
75,150,3624
332,151,3624
166,153,3624
160,155,3625
177,160,3625
183,166,3625
304,167,3625
111,168,3625
193,168,3625
164,175,3625
54,175,3625
51,176,3625
59,181,3625
263,182,3625
268,182,3626
294,185,3626
294,191,3626
167,192,3626
254,193,3626
73,195,3626
277,195,3626
71,197,3626
272,198,3626
67,198,3626
104,199,3626
80,199,3626
315,202,3626
186,211,3627
314,215,3627
80,151,3627
200,224,3627
164,227,3627
10,231,3627
35,237,3627
79,151,3628
323,248,3628
80,152,3629
80,149,3633
79,150,3641
80,151,3642
81,149,3642
80,149,3642
81,149,3649
82,148,3650
210,7,3650
229,8,3650
288,13,3650
144,19,3650
220,20,3650
28,23,3651
164,29,3651
80,149,3651
200,56,3652
209,56,3652
201,63,3652
323,74,3652
165,76,3652
336,77,3652
250,85,3653
63,86,3653
59,87,3653
247,88,3653
227,92,3653
231,92,3653
114,94,3653
333,94,3653
18,96,3653
242,96,3653
319,99,3653
70,100,3653
141,102,3653
18,103,3653
248,103,3653
107,104,3653
295,108,3654
82,150,3654
70,110,3654
263,112,3654
108,112,3654
104,113,3654
158,115,3654
115,119,3654
10,120,3654
159,123,3654
326,125,3654
234,127,3654
330,128,3654
247,132,3654
243,133,3654
337,133,3654
200,135,3655
227,141,3655
261,142,3655
181,144,3655
168,147,3655
191,150,3655
197,151,3655
159,158,3655
185,162,3655
76,168,3656
75,174,3656
328,185,3656
79,189,3656
256,194,3657
261,195,3657
34,199,3657
183,200,3657
79,150,3657
84,207,3657
64,221,3658
56,221,3658
68,223,3658
178,225,3658
291,230,3658
176,231,3658
240,234,3658
133,239,3658
237,240,3658
121,246,3658
280,4,3659
285,6,3659
273,7,3659
46,7,3659
278,8,3659
104,13,3660
160,15,3660
274,15,3660
141,15,3660
176,16,3660
81,149,3660
262,20,3660
288,23,3660
158,24,3660
286,26,3660
164,26,3660
154,26,3660
160,27,3660
106,27,3660
152,29,3660
207,30,3660
311,32,3660
55,40,3660
135,42,3661
51,45,3661
84,46,3661
211,47,3661
231,49,3661
71,50,3661
73,51,3661
254,54,3661
288,58,3661
118,60,3661
236,60,3661
294,60,3661
191,62,3661
179,62,3661
190,63,3661
24,64,3661
245,66,3661
245,69,3661
74,72,3662
119,80,3662
243,82,3662
109,82,3662
256,84,3662
116,85,3662
244,86,3662
256,86,3662
79,87,3662
164,87,3662
30,91,3662
291,94,3662
167,94,3662
27,95,3662
135,96,3662
328,96,3662
246,100,3663
86,101,3663
280,103,3663
160,103,3663
259,104,3663
109,106,3663
223,108,3663
100,109,3663
67,110,3663
223,110,3663
328,110,3663
95,114,3663
91,115,3663
241,117,3663
159,117,3663
177,119,3663
94,119,3663
123,120,3663
231,120,3663
127,120,3663
196,121,3663
225,121,3663
306,123,3663
244,124,3663
195,124,3663
62,124,3663
123,126,3664
224,126,3664
57,127,3664
159,128,3664
75,133,3664
175,133,3664
168,134,3664
98,134,3664
211,134,3664
276,135,3664
181,136,3664
300,139,3664
335,141,3664
153,142,3664
160,143,3664
200,144,3664
208,146,3664
231,150,3664
41,153,3664
44,154,3665
31,155,3665
83,148,3665
144,158,3665
231,159,3665
149,160,3665
211,162,3665
264,166,3665
340,166,3665
295,166,3665
274,174,3665
13,175,3665
146,176,3665
278,176,3665
150,178,3665
307,182,3665
306,182,3665
150,183,3666
48,189,3666
321,190,3666
275,190,3666
275,192,3666
84,194,3666
235,197,3666
110,199,3666
36,204,3666
72,208,3666
35,223,3667
163,232,3667
207,235,3667
96,236,3667
11,240,3668
198,247,3668
135,248,3668
82,150,3669
79,149,3670
80,150,3671
79,148,3673
79,150,3674
80,148,3675
83,149,3676
82,147,3681
81,148,3681
80,150,3683
80,148,3683
79,148,3684
81,148,3688
83,150,3688
323,5,3690
206,5,3690
343,7,3690
136,11,3690
158,12,3690
51,17,3690
162,19,3690
266,19,3690
267,23,3691
177,26,3691
235,27,3691
206,30,3691
218,34,3691
141,38,3691
134,40,3691
129,41,3691
103,47,3691
79,149,3691
257,52,3692
258,53,3692
109,54,3692
120,54,3692
82,149,3692
96,57,3692
93,58,3692
186,71,3692
166,76,3692
155,77,3692
307,84,3693
79,147,3693
151,50,3693
73,95,3693
81,149,3693
142,103,3693
280,104,3693
279,112,3694
216,117,3694
283,121,3694
283,122,3694
342,122,3694
339,123,3694
320,130,3694
159,132,3694
139,133,3694
122,134,3694
102,135,3695
304,135,3695
54,139,3695
47,139,3695
40,144,3695
188,145,3695
289,145,3695
40,146,3695
110,148,3695
126,149,3695
331,150,3695
82,151,3695
81,151,3695
44,152,3695
333,152,3695
85,152,3695
112,153,3695
144,154,3695
142,154,3695
286,160,3695
280,171,3696
206,174,3696
152,180,3696
170,181,3696
76,181,3696
243,183,3696
256,190,3696
84,148,3697
209,193,3697
211,195,3697
89,200,3697
81,148,3697
335,218,3697
127,223,3698
207,6,3699
214,7,3699
61,9,3699
150,12,3699
277,12,3700
343,16,3700
68,19,3700
86,21,3700
336,21,3700
64,24,3700
69,24,3700
216,26,3700
63,28,3700
67,29,3700
70,30,3700
81,149,3700
211,33,3700
177,36,3700
318,37,3700
193,38,3700
256,38,3700
283,39,3700
314,40,3700
80,46,3701
239,48,3701
265,50,3701
74,50,3701
305,50,3701
319,52,3701
316,54,3701
105,54,3701
280,55,3701
126,60,3701
124,62,3701
61,68,3701
110,68,3701
222,70,3702
174,72,3702
247,72,3702
242,74,3702
272,76,3702
284,76,3702
172,78,3702
118,78,3702
278,80,3702
274,81,3702
213,84,3702
215,85,3702
291,87,3702
239,91,3702
184,93,3702
186,94,3702
96,95,3702
259,96,3702
55,96,3702
0,98,3703
257,100,3703
150,101,3703
171,104,3703
180,105,3703
47,107,3703
40,108,3703
299,115,3703
84,116,3703
251,118,3703
56,120,3703
107,120,3703
105,120,3703
314,122,3703
55,122,3703
300,122,3703
77,128,3704
148,133,3704
140,133,3704
161,136,3704
162,137,3704
172,138,3704
175,139,3704
7,141,3704
283,142,3704
335,144,3704
332,145,3704
176,147,3704
180,148,3704
293,150,3704
139,156,3705
259,156,3705
119,157,3705
339,157,3705
175,173,3705
180,176,3705
238,182,3705
145,196,3706
68,207,3706
105,214,3707
193,224,3707
80,149,3707
137,232,3707
56,235,3707
306,236,3707
15,240,3708
41,254,3708
16,256,3708
82,147,3711
82,149,3712
83,148,3718
81,147,3718
79,147,3719
83,149,3719
79,148,3720
80,149,3721
82,147,3721
81,148,3725
81,147,3725
82,146,3726
79,146,3726
112,14,3730
144,19,3730
135,19,3730
149,20,3730
113,34,3731
165,39,3731
336,40,3731
79,40,3731
339,41,3731
82,148,3731
248,43,3731
336,45,3731
257,47,3731
34,53,3732
242,55,3732
27,55,3732
247,62,3732
342,62,3732
226,64,3732
122,67,3732
179,72,3732
128,72,3732
181,74,3732
181,76,3732
224,83,3733
289,100,3733
215,102,3733
193,103,3733
252,108,3734
82,114,3734
252,116,3734
201,117,3734
79,148,3734
255,128,3734
162,134,3734
141,134,3735
272,135,3735
237,136,3735
327,136,3735
341,138,3735
136,139,3735
141,144,3735
62,150,3735
344,152,3735
51,156,3735
296,157,3735
19,162,3735
81,147,3736
255,171,3736
141,172,3736
81,148,3736
48,182,3736
112,188,3736
233,191,3737
93,194,3737
344,196,3737
248,197,3737
88,197,3737
91,199,3737
151,215,3737
25,215,3737
128,218,3737
84,147,3738
261,232,3738
68,250,3739
316,4,3739
325,5,3739
272,8,3739
31,11,3739
272,11,3739
130,13,3740
319,14,3740
65,14,3740
33,14,3740
291,16,3740
287,17,3740
136,20,3740
205,20,3740
239,22,3740
49,29,3740
195,32,3740
135,32,3740
198,32,3740
252,34,3740
58,36,3740
256,37,3740
257,38,3740
52,38,3740
50,39,3740
35,39,3740
313,40,3740
62,40,3740
54,40,3740
314,41,3741
58,42,3741
48,43,3741
134,44,3741
312,45,3741
162,45,3741
322,52,3741
249,54,3741
215,54,3741
136,54,3741
169,54,3741
158,55,3741
284,56,3741
340,56,3741
184,57,3741
112,58,3741
216,59,3741
241,59,3741
191,60,3741
188,61,3741
134,61,3741
169,62,3741
106,62,3741
224,64,3741
342,64,3741
213,68,3741
219,69,3741
156,70,3742
49,70,3742
166,70,3742
156,71,3742
0,71,3742
213,72,3742
181,75,3742
224,75,3742
154,77,3742
297,78,3742
176,79,3742
124,80,3742
105,80,3742
175,80,3742
213,83,3742
232,86,3742
311,86,3742
23,89,3742
83,148,3742
81,146,3743
208,101,3743
77,107,3743
172,114,3743
262,117,3743
276,119,3743
99,119,3743
98,127,3744
303,130,3744
242,133,3744
126,134,3744
120,134,3744
39,135,3744
164,137,3744
207,143,3744
120,148,3744
244,150,3744
162,150,3744
300,155,3745
40,158,3745
71,158,3745
96,159,3745
321,166,3745
134,167,3745
128,168,3745
95,177,3745
160,178,3745
93,182,3745
162,182,3745
89,184,3746
87,185,3746
49,188,3746
222,189,3746
103,192,3746
157,197,3746
53,199,3746
285,199,3746
250,204,3746
310,205,3746
110,212,3747
308,224,3747
80,148,3748
79,147,3750
81,146,3754
83,148,3755
83,147,3758
82,146,3759
82,145,3760
81,146,3760
80,148,3760
83,146,3762
79,146,3762
82,147,3762
81,147,3762
80,146,3764
84,148,3766
81,146,3766
79,147,3767
232,14,3770
23,28,3771
286,30,3771
79,145,3771
332,59,3772
243,61,3772
117,64,3772
22,78,3773
91,80,3773
32,48,3773
81,84,3773
320,93,3773
328,93,3773
29,100,3773
254,102,3773
246,104,3773
243,112,3774
235,114,3774
293,116,3774
155,118,3774
241,120,3774
87,126,3774
270,126,3774
71,126,3774
287,130,3774
35,135,3775
283,136,3775
343,139,3775
231,139,3775
227,141,3775
126,141,3775
318,143,3775
84,143,3775
112,151,3775
182,160,3775
233,162,3775
180,163,3776
112,171,3776
156,172,3776
52,175,3776
123,176,3776
124,179,3776
110,179,3776
275,180,3776
122,183,3776
264,188,3776
239,190,3776
242,190,3776
223,191,3777
344,192,3777
276,197,3777
82,198,3777
309,199,3777
192,205,3777
278,205,3777
208,208,3777
82,146,3777
272,215,3777
55,218,3777
200,224,3778
275,232,3778
278,233,3778
279,235,3778
179,5,3779
219,12,3779
161,14,3780
164,16,3780
71,16,3780
282,17,3780
75,19,3780
165,20,3780
246,22,3780
287,22,3780
300,23,3780
337,24,3780
133,24,3780
129,24,3780
300,24,3780
65,26,3780
260,27,3780
72,27,3780
169,32,3780
37,34,3780
63,35,3780
170,37,3780
224,43,3781
172,44,3781
234,47,3781
167,47,3781
103,50,3781
108,52,3781
84,147,3781
47,57,3781
166,60,3781
207,61,3781
137,61,3781
242,62,3781
44,63,3781
68,64,3781
331,67,3781
314,68,3781
158,69,3781
68,70,3782
80,70,3782
311,70,3782
93,71,3782
246,72,3782
227,76,3782
288,78,3782
143,78,3782
243,80,3782
172,80,3782
247,84,3782
89,86,3782
174,87,3782
173,88,3782
192,92,3782
88,92,3782
94,93,3782
34,94,3782
78,95,3782
190,96,3782
128,96,3782
241,97,3782
98,97,3782
242,100,3783
98,101,3783
189,102,3783
282,102,3783
157,103,3783
129,104,3783
330,105,3783
251,108,3783
144,110,3783
332,110,3783
280,111,3783
88,111,3783
88,112,3783
334,112,3783
328,114,3783
69,116,3783
116,117,3783
246,118,3783
252,118,3783
244,119,3783
87,119,3783
69,120,3783
303,121,3783
187,122,3783
341,122,3783
204,80,3783
184,125,3783
88,125,3783
314,126,3784
209,127,3784
207,130,3784
81,145,3784
149,132,3784
328,132,3784
328,134,3784
220,134,3784
100,135,3784
210,136,3784
204,136,3784
102,136,3784
155,140,3784
55,140,3784
50,141,3784
258,142,3784
202,143,3784
146,143,3784
44,144,3784
115,145,3784
115,148,3784
281,149,3784
342,150,3784
99,151,3784
116,151,3784
187,154,3784
54,155,3785
256,156,3785
162,156,3785
205,163,3785
322,170,3785
322,171,3785
199,176,3785
47,180,3785
171,182,3785
64,184,3786
63,184,3786
59,188,3786
69,191,3786
255,192,3786
103,193,3786
24,198,3786
277,199,3786
98,200,3786
184,204,3786
42,205,3786
98,207,3786
186,208,3786
203,213,3787
26,214,3787
184,215,3787
188,216,3787
187,217,3787
222,227,3787
80,145,3788
79,146,3789
80,147,3789
84,146,3790
81,145,3792
82,147,3793
81,147,3794
83,146,3795
83,145,3795
82,145,3796
79,145,3797
80,145,3797
81,145,3798
82,146,3798
79,144,3803
81,145,3804
83,144,3804
82,146,3805
81,146,3810
270,17,3810
111,28,3811
216,36,3811
134,38,3811
130,40,3811
264,47,3811
158,47,3811
249,48,3811
175,58,3812
54,70,3812
48,71,3812
113,73,3812
104,78,3813
320,80,3813
76,94,3813
117,95,3813
219,96,3813
223,97,3813
336,106,3814
56,107,3814
267,117,3814
240,121,3814
154,124,3814
163,124,3814
282,126,3814
82,145,3814
61,133,3814
78,134,3814
59,135,3815
335,136,3815
332,138,3815
227,141,3815
225,143,3815
88,145,3815
83,146,3815
84,146,3815
79,147,3815
35,148,3815
87,149,3815
71,150,3815
84,151,3815
78,151,3815
137,157,3815
285,158,3815
69,159,3815
147,162,3815
148,164,3816
170,170,3816
168,171,3816
211,172,3816
